acc;site;main_class;sub_class_1;sub_class_all;protein_names;binding_sites;area_a2;alpha_seeds;beta_seeds;hydrophobicity;pdbs
Q9HCU4;10;Receptors;GPCR;"GPCR;Adhesion";Cadherin EGF LAG seven-pass G-type receptor 2;[276, 1350, 1117, 1280, 486, 930, 957, 525, 874, 731];[1857.922769146153, 1338.1195028945249, 2213.142650487551, 1729.9472774455585, 1331.869478843133, 1159.0078033652205, 773.1350922219913, 2773.666387442932, 2274.6833477638156, 752.7843592182649];[225, 0, 0, 1, 4, 89, 121, 33, 286, 31];[942, 347, 0, 5, 59, 1166, 898, 1100, 2009, 380];[-4.2, -1.8, 28.3999, -5.2, -17.8, 20.0, 5.99999, 19.1, 3.59999, 10.2];[]
Q9NYQ7;7;Receptors;GPCR;"GPCR;Adhesion";Cadherin EGF LAG seven-pass G-type receptor 3;[776, 651, 1022, 564, 1103, 1175, 419];[1298.5763537339787, 1571.106219699862, 653.3837858822667, 915.956936316467, 782.876744404734, 4825.537900089593, 1949.7864289956228];[37, 102, 27, 182, 30, 29, 16];[428, 668, 555, 2082, 394, 62, 28];[21.7, 29.5, -8.4, 2.2, 2.49999, 29.1, -12.5];[]
P0CG37;2;Unclassified;Unclassified;Unclassified;Cryptic protein;[11, 147];[3889.846525920826, 2512.73016192163];[0, 1];[0, 17];[47.7999, 26.9];[]
Q16880;0;Enzymes;Transferases;2.4.1;2-hydroxyacylsphingosine 1-beta-galactosyltransferase;[];[];[];[];[];[]
Q9H9P2;1;Unclassified;Unclassified;Unclassified;Chondrolectin;[83];[1051.1072826465374];[61];[298];[16.2];[]
Q8WUD6;0;Enzymes;Transferases;2.7.8;Cholinephosphotransferase 1;[];[];[];[];[];[]
Q96F05;0;Unclassified;Unclassified;Unclassified;Uncharacterized protein C11orf24;[];[];[];[];[];[]
Q6NUJ2;0;Unclassified;Unclassified;Unclassified;Uncharacterized protein C11orf87;[];[];[];[];[];[]
Q5QGZ9;1;Receptors;SCAR;"SCAR;Class_E";C-type lectin domain family 12 member A;[79];[6838.269240707444];[7];[139];[80.9999];[]
Q2HXU8;2;Receptors;SCAR;"SCAR;Class_E";C-type lectin domain family 12 member B;[116, 148];[1781.1437960961978, 1638.4592512362128];[1, 47];[13, 330];[7.6, -4.6];[]
Q6ZS10;2;Receptors;SCAR;"SCAR;Class_E";C-type lectin domain family 17, member A;[199, 246];[1134.9366101726596, 4828.894168241178];[1, 1];[234, 13];[13.5999, -2.8];[]
Q86T13;0;Unclassified;Unclassified;Unclassified;C-type lectin domain family 14 member A;[];[];[];[];[];[]
Q8NC01;3;Receptors;SCAR;"SCAR;Class_E";C-type lectin domain family 1 member A;[114, 199, 245];[1507.960983064597, 1498.015709135788, 1236.6086325673928];[350, 29, 286];[331, 208, 766];[14.8, -32.0, 8.39999];[]
Q9P126;1;Receptors;SCAR;"SCAR;Class_E";C-type lectin domain family 1 member B;[82];[3264.9692027113815];[93];[597];[-25.099];['2C6U', '3WSR', '3WWK']
Q9UHP7;2;Receptors;SCAR;"SCAR;Class_E";C-type lectin domain family 2 member D;[136, 171];[745.0331580846856, 895.778990908688];[21, 121];[873, 1850];[-22.399, 5.59999];['4QKG', '4QKH', '4QKI', '4QKJ', '4WCO', '5MGT']
Q6UXB4;1;Receptors;SCAR;"SCAR;Class_E";C-type lectin domain family 4 member G;[137];[3201.4719913436325];[4];[103];[-8.0];[]
Q9H2X3;1;Receptors;SCAR;"SCAR;Class_E";C-type lectin domain family 4 member M;[277];[6652.724451480762];[0];[0];[-56.099];['1K9J', '1SL6', '1XAR', '1XPH', '3JQH']
Q9NY25;1;Receptors;SCAR;"SCAR;Class_E";C-type lectin domain family 5 member A;[132];[1289.5091743443961];[488];[2680];[-30.6];['2YHF']
Q9BXN2;0;Receptors;SCAR;"SCAR;Class_E";C-type lectin domain family 7 member A;[];[];[];[];[];[]
Q6UXN8;1;Receptors;SCAR;"SCAR;Class_E";C-type lectin domain family 9 member A;[96];[3831.7588656068942];[0];[9];[-19.3];['3VPP']
Q9UQC9;3;Unclassified;Unclassified;Unclassified;Calcium-activated chloride channel regulator 2;[181, 67, 556];[2117.1730066100286, 1607.2484978501604, 825.5936778472949];[8, 906, 2];[39, 6137, 54];[-21.0, -35.099, -4.0];[]
Q14CN2;3;Unclassified;Unclassified;Unclassified;Calcium-activated chloride channel regulator 4;[622, 262, 632];[1413.175835972761, 831.3968976101762, 936.9435509443366];[92, 0, 16];[606, 0, 9];[-3.0, -14.3, -14.5];[]
P51801;1;Transporters;Channels;"Channels;Chloride_channels;CLC";Chloride channel protein ClC-Kb;[153];[3220.311657066077];[17];[84];[104.499];[]
P78369;0;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-10;[];[];[];[];[];[]
O75508;1;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-11;[25];[686.6561609658692];[114];[1022];[11.2];[]
P56749;1;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-12;[38];[828.9410254271477];[164];[764];[29.7];[]
P56746;1;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-15;[27];[1127.9805034761];[411];[2157];[11.2];[]
Q9Y5I7;1;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-16;[97];[867.1144789758229];[167];[491];[5.19999];[]
P56856;0;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-18;[];[];[];[];[];[]
Q8N6F1;1;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-19;[51];[1076.6226388323876];[6872];[4521];[29.9];[]
O95832;0;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-1;[];[];[];[];[];[]
P56880;0;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-20;[];[];[];[];[];[]
Q8N7P3;2;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-22;[31, 158];[1598.01725751089, 956.6820612315579];[223, 464];[1729, 1403];[9.5, 3.39999];[]
A6NM45;0;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Putative claudin-24;[];[];[];[];[];[]
P57739;0;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-2;[];[];[];[];[];['4YYX']
O15551;1;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-3;[139];[1386.0361600297215];[1608];[2243];[7.89999];[]
O14493;1;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-4;[47];[2889.525415625236];[6];[24];[14.0999];['5B2G', '7KP4', '7TDM', '7TDN']
P56747;1;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-6;[32];[2333.7291938370918];[45];[241];[29.8999];[]
O95471;0;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-7;[];[];[];[];[];[]
P56748;0;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-8;[];[];[];[];[];[]
O95484;1;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Claudin";Claudin-9;[45];[1082.3000009636526];[435];[939];[22.5];['6OV2', '6OV3']
Q9NY35;1;Unclassified;Unclassified;Unclassified;Claudin domain-containing protein 1;[27];[2021.1684561474663];[0];[107];[46.9];[]
Q8TDQ1;1;Receptors;IG;"IG;OtherCD300";CMRF35-like molecule 1;[118];[2407.7464742339744];[101];[886];[0.49999];['2NMS']
Q496F6;2;Receptors;IG;"IG;OtherCD300";CMRF35-like molecule 2;[20, 7];[2465.3250801827394, 928.9716626231159];[266, 1];[925, 8];[-7.6, 19.2];[]
Q08708;1;Receptors;IG;"IG;OtherCD300";CMRF35-like molecule 6;[183];[5004.624971083895];[256];[365];[35.6];[]
Q9UGN4;2;Receptors;IG;"IG;OtherCD300";CMRF35-like molecule 8;[113, 260];[6672.313639154204, 3003.8712433460623];[1, 0];[0, 58];[30.7, 4.1];['2Q87']
Q6UXG3;1;Receptors;IG;"IG;OtherCD300";CMRF35-like molecule 9;[275];[6398.577362824245];[0];[5];[44.8999];[]
Q9H6B4;3;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;IG_AdhesionProteins";CXADR-like membrane protein;[165, 50, 6];[1982.667656401306, 1071.6849084530231, 1012.022573302849];[247, 4, 0];[655, 5, 28];[-25.6, 3.33066, 30.8];[]
Q13286;0;Unclassified;Unclassified;Unclassified;Battenin;[];[];[];[];[];[]
P58418;0;Unclassified;Unclassified;Unclassified;Clarin-1;[];[];[];[];[];[]
A0PK11;0;Unclassified;Unclassified;Unclassified;Clarin-2;[];[];[];[];[];[]
Q9Y271;0;Receptors;GPCR;"GPCR;Rhodopsin";Cysteinyl leukotriene receptor 1;[];[];[];[];[];['6RZ4', '6RZ5']
Q9NS75;0;Receptors;GPCR;"GPCR;Rhodopsin";Cysteinyl leukotriene receptor 2;[];[];[];[];[];[]
Q99788;0;Receptors;GPCR;"GPCR;Rhodopsin";Chemerin-like receptor 1;[];[];[];[];[];[]
Q9NPU4;0;Unclassified;Unclassified;Unclassified;Uncharacterized protein C14orf132;[];[];[];[];[];[]
Q9H8M5;3;Unclassified;Unclassified;Unclassified;Metal transporter CNNM2;[627, 576, 273];[3586.0785630772752, 3377.8406150652177, 7274.272656104766];[1042, 70, 40];[1345, 239, 307];[10.5999, 16.7, 144.6];['4IY0', '4IY2', '4IY4', '4IYS', '6DJ3', '6N7E']
Q8NE01;2;Unclassified;Unclassified;Unclassified;Metal transporter CNNM3;[582, 441];[4105.369284305237, 946.219006291324];[406, 57];[930, 127];[26.6, 10.0];['5K22', '5K23', '5K25', '5TSR', '6DFD', '6MN6', '6WUR']
Q6P4Q7;6;Unclassified;Unclassified;Unclassified;Metal transporter CNNM4;[553, 503, 250, 217, 261, 80];[3609.4209843443914, 3409.9416802952605, 5464.101319591285, 934.6387467043415, 776.1547057534139, 490.27791914658525];[821, 86, 58, 0, 2, 1901];[812, 335, 276, 46, 20, 3399];[6.9, 16.3999, 133.599, 5.59999, 31.7, 3.09999];['6G52', '6RS2']
P21554;0;Receptors;GPCR;"GPCR;Rhodopsin";Cannabinoid receptor 1;[];[];[];[];[];['1LVQ', '1LVR', '2B0Y', '2KOE', '2MZ2', '2MZ3', '2MZA', '5TGZ', '5U09', '5XR8', '5XRA', '6KPG', '6KQI', '6N4B', '7FEE', '7V3Z', '7WV9']
P34972;0;Receptors;GPCR;"GPCR;Rhodopsin";Cannabinoid receptor 2;[];[];[];[];[];['2KI9', '5ZTY', '6KPC', '6KPF', '6PT0']
Q96NU0;3;Receptors;Other_receptors;"Other_receptors;ContactinAssProt";Contactin-associated protein-like 3B;[1174, 620, 938];[1023.9716791384194, 2743.8800166519786, 1836.949535375882];[52, 0, 82];[28, 31, 473];[10.0, -20.7, -24.399];[]
P26992;2;Receptors;IG;"IG;Type1;CytokineR";Ciliary neurotrophic factor receptor subunit alpha;[201, 86];[2238.2982749220187, 626.080630765957];[4, 19];[713, 1330];[-4.7, 5.49999];['1UC6', '8D74', '8D7E', '8D7H', '8D7R']
Q12860;6;Unclassified;Unclassified;Unclassified;Contactin-1;[924, 223, 155, 783, 121, 328];[503.82283769489595, 1564.9209667562666, 1519.0048447947993, 1312.4800344063106, 2519.748130843899, 3518.2870660477297];[5, 14, 16, 0, 5, 1];[74, 54, 1751, 504, 322, 33];[2.5, -5.2, 4.6, 11.3999, -6.0, -1.1];['2EE2', '3S97']
Q02246;8;Unclassified;Unclassified;Unclassified;Contactin-2;[948, 719, 208, 151, 59, 352, 448, 428];[1454.6912071880604, 3081.254682093624, 1689.0094162871974, 796.1753776030409, 695.5499709830873, 1439.4738753653946, 2317.7336390935075, 1274.4429104647634];[13, 466, 171, 219, 51, 13, 14, 0];[1970, 1834, 262, 759, 165, 75, 34, 5];[-8.0, 0.99999, 1.69999, 6.3, 11.5, -4.3, 28.1, 11.4];['2OM5']
Q9P232;6;Unclassified;Unclassified;Unclassified;Contactin-3;[197, 771, 737, 69, 403, 519];[1973.4193506204606, 2757.7912604177363, 756.070232423353, 1044.4393492020295, 1277.5146899482734, 1310.093975393362];[218, 824, 30, 35, 121, 88];[2996, 1994, 199, 271, 852, 923];[-5.4999, 12.2999, -1.1, -20.5, 24.4, -1.6];['1WJ3']
Q8IWV2;6;Unclassified;Unclassified;Unclassified;Contactin-4;[401, 595, 142, 157, 736, 793];[2039.0280225321799, 3843.58444091652, 621.9407097802265, 1038.7441459272995, 2383.707860520783, 852.772526735768];[27, 5, 273, 323, 0, 6];[825, 204, 2625, 2025, 7, 730];[-1.4, 26.6, 8.3, 3.8, 5.7, -0.4999];[]
O94779;10;Unclassified;Unclassified;Unclassified;Contactin-5;[381, 341, 589, 734, 215, 270, 713, 844, 935, 1062];[883.8021537305581, 973.5656007134611, 795.8860407981546, 833.4637552954823, 595.5286422097963, 2679.8103372895744, 458.9380113958854, 1197.4853320546877, 1421.4977597717425, 1050.6748288429876];[2, 40, 75, 281, 32, 40, 0, 214, 3, 270];[411, 114, 480, 1463, 1149, 814, 165, 915, 137, 189];[1.29999, -4.1, -1.1, 9.1, 4.1, 8.1, 3.79999, 6.5, 7.0, -2.2];['4N68', '5E52']
Q9UQ52;5;Unclassified;Unclassified;Unclassified;Contactin-6;[518, 587, 677, 402, 704];[1083.3753177083536, 1556.4169469386602, 1375.6134415877566, 2967.852301796239, 4334.0390261685];[154, 32, 60, 13, 136];[1141, 376, 114, 188, 537];[3.9, 6.0, 9.29999, -6.8, 19.0];[]
P78357;7;Receptors;Other_receptors;"Other_receptors;ContactinAssProt";Contactin-associated protein 1;[51, 374, 269, 908, 937, 627, 1149];[1526.2628934519541, 1634.8029803787574, 841.438358573317, 1564.5280737490955, 861.9498557936993, 1701.5437891986028, 933.7569675811396];[0, 632, 41, 14, 87, 0, 0];[9, 1341, 252, 5, 182, 260, 0];[3.69999, -6.3, -7.4999, -21.6, 6.39999, -13.9, -7.1];[]
Q9UHC6;5;Receptors;Other_receptors;"Other_receptors;ContactinAssProt";Contactin-associated protein-like 2;[684, 982, 945, 341, 372];[2256.741750904259, 724.3287050192218, 796.9351776040759, 620.7628064606029, 1341.1550183146878];[197, 0, 2, 14, 0];[728, 41, 28, 213, 1];[-22.299, -6.7, -1.1, -6.5, 0.89999];['5Y4M']
Q9BZ76;3;Receptors;Other_receptors;"Other_receptors;ContactinAssProt";Contactin-associated protein-like 3;[811, 606, 1174];[2680.993282671482, 1824.2179402590007, 896.4362043348];[13, 2, 6];[92, 51, 6];[-25.299, -0.7, 6.0];[]
Q9C0A0;5;Receptors;Other_receptors;"Other_receptors;ContactinAssProt";Contactin-associated protein-like 4;[526, 95, 811, 623, 683];[1019.318825278075, 972.5635877973438, 2712.396797977144, 1927.0573939978456, 586.2260372966666];[338, 589, 1, 103, 161];[789, 2559, 6, 283, 228];[14.8, -5.7, -24.899, -20.0, -9.9];['4NXQ']
Q8WYK1;3;Receptors;Other_receptors;"Other_receptors;ContactinAssProt";Contactin-associated protein-like 5;[207, 515, 587];[1690.5363854572197, 1272.6064362407205, 1169.5059588159666];[28, 14, 57];[239, 30, 375];[-23.9, -10.7, 1.3];[]
O15431;0;Transporters;SLC;"SLC;Other;SLC31";High affinity copper uptake protein 1;[];[];[];[];[];['2LS2', '2LS3', '2LS4']
Q9Y5Q5;2;Enzymes;Hydrolases;3.4.21;Atrial natriuretic peptide-converting enzyme;[688, 1008];[2420.576583490857, 8911.848382888522];[83, 0];[326, 16];[-0.2, 21.4];[]
P17927;23;Unclassified;Unclassified;Unclassified;Complement receptor type 1;[483, 1936, 1875, 45, 1897, 85, 560, 377, 146, 1837, 933, 640, 832, 1384, 161, 1736, 1422, 1405, 1092, 1271, 237, 1134, 1514];[3362.0799040687643, 1265.311735669274, 1590.0030934366769, 924.6455731838395, 1472.9690708168348, 715.9144726953572, 1284.3565745415638, 2487.948037947089, 731.4985175864144, 1447.770588852958, 3178.194729035256, 1160.481830881266, 1554.014598186026, 1137.8988217642393, 962.1794605243948, 775.3927725721821, 896.6789990262997, 1064.1237542824388, 1363.1612930766667, 775.7362145838802, 781.9567619634603, 1042.585227759994, 976.0193397162927];[8, 1054, 0, 1034, 37, 15, 10, 26, 48, 209, 258, 0, 94, 3, 1, 0, 10, 4874, 33, 5, 1038, 1958, 39];[72, 824, 37, 1718, 146, 121, 4433, 114, 122, 624, 793, 34, 734, 21, 4, 84, 73, 6168, 1021, 2096, 3621, 3560, 341];[7.19999, 8.1, 19.7, 1.29999, -10.9, 9.9, 2.19999, 4.6, -2.0, 10.8999, 16.5, -2.2, 7.1, 0.2, 8.5, 7.2, 4.8, -0.2, 7.6, 13.2999, 10.0, 10.8999, 12.9];['1GKG', '1GKN', '1PPQ', '2MCY', '2MCZ', '2Q7Z', '5FO9']
P20023;9;Unclassified;Unclassified;Unclassified;Complement receptor type 2;[873, 465, 592, 713, 265, 143, 27, 64, 56];[3257.41852051631, 4652.53175013471, 1698.679509970608, 2588.5957459963747, 2434.4791006103546, 1213.5534149249647, 1073.846013917937, 650.4401911360419, 1547.6681931748296];[3, 2, 2, 156, 2698, 164, 0, 0, 1];[55, 15, 61, 846, 6350, 1466, 0, 83, 2];[24.3, -9.5, -0.8, 0.4, 2.09999, -5.6999, -11.1, 14.4, -22.5];['1GHQ', '1LY2', '1W2R', '1W2S', '2ATY', '2GSX', '3OED']
P34998;0;Receptors;GPCR;"GPCR;Secretin";Corticotropin-releasing factor receptor 1;[];[];[];[];[];['2L27', '3EHS', '3EHT', '3EHU', '4K5Y', '4Z9G', '6P9X', '6PB0']
Q13324;1;Receptors;GPCR;"GPCR;Secretin";Corticotropin-releasing factor receptor 2;[370];[1456.2152674759964];[132];[1383];[22.8];['3N93', '3N95', '3N96', '6PB1', '7TRY', '7TS0']
Q9NZV1;9;Unclassified;Unclassified;Unclassified;Cysteine-rich motor neuron 1 protein;[803, 837, 213, 300, 640, 58, 205, 354, 588];[3974.948974173542, 1565.8386220918705, 1910.8799371611103, 1229.9001686991437, 989.1159025723132, 3881.071398292742, 1755.7447951938143, 2865.5399374914955, 1600.7845740026632];[2, 41, 0, 19, 11, 260, 0, 553, 0];[13, 290, 2, 110, 16, 287, 2, 1897, 6];[0.09999, 11.9, 8.99999, 9.7, 14.3999, -0.4, 15.9999, 28.5999, 21.0];[]
Q9HC73;3;Unclassified;Unclassified;Unclassified;Cytokine receptor-like factor 2;[275, 361, 118];[1399.5285247750003, 1668.6877721043372, 3340.586368255927];[7, 1443, 54];[27, 1619, 172];[2.89999, 18.2999, -23.6];['5J11', '5J12']
O95727;3;Miscellaneous;Ligand;"Ligand;IG_Ligand";Cytotoxic and regulatory T-cell molecule;[181, 364, 49];[3502.779427792814, 778.7521435313263, 1134.9354466198251];[62, 5, 10];[259, 36, 240];[0.49999, 1.4, 6.2];['3RBG', '4H5S']
P82279;9;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;CrumbsProtein";Protein crumbs homolog 1;[383, 470, 525, 187, 690, 1295, 1098, 1178, 932];[796.0991648923704, 3428.309331417776, 2126.8493059085577, 6385.851003695123, 748.024652422604, 892.200872016627, 1850.7211528014802, 1320.7738390117875, 2025.8645553881654];[35, 2, 5, 0, 90, 0, 14, 0, 895];[1495, 320, 72, 2, 1080, 3, 21, 387, 1440];[23.0, 6.2, -16.5, -58.0, 8.2, -9.7, 4.29999, -8.8999, -8.6];['4UU5']
Q5IJ48;9;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;CrumbsProtein";Protein crumbs homolog 2;[577, 414, 777, 130, 675, 897, 868, 238, 932];[1459.8393467050266, 1720.6648407815628, 1258.415745869172, 2673.5042687766454, 3752.536819455093, 3267.97562931068, 1887.1122373329233, 687.9508074199041, 1903.2586660940683];[36, 265, 0, 164, 68, 4, 0, 0, 74];[331, 853, 0, 4136, 528, 74, 0, 99, 242];[12.6, 1.29999, 5.09999, 12.5999, 8.39999, 11.0, 4.3, 50.3, 4.69999];['2WO6']
Q9BUF7;0;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;CrumbsProtein";Protein crumbs homolog 3;[];[];[];[];[];['5I7Z']
Q8NEA5;0;Unclassified;Unclassified;Unclassified;Uncharacterized protein C19orf18;[];[];[];[];[];[]
Q9P1W3;1;Miscellaneous;Unknown_function;"Unknown_function;TMEM63";Calcium permeable stress-gated cation channel 1;[572];[872.575614205313];[1];[21];[4.0];[]
O94886;1;Miscellaneous;Unknown_function;"Unknown_function;TMEM63";CSC1-like protein 1;[304];[1573.3679724849742];[101];[211];[26.7];[]
Q5T3F8;1;Miscellaneous;Unknown_function;"Unknown_function;TMEM63";CSC1-like protein 2;[602];[1464.9050678962042];[0];[10];[-0.3999];[]
P07333;4;Receptors;Kinase;"KInase;PDGFR";Macrophage colony-stimulating factor 1 receptor;[407, 382, 783, 126];[946.4298032798704, 2084.902062666126, 4060.6037221717766, 750.9147237384341];[6, 226, 0, 384];[137, 439, 0, 1106];[31.1, 6.3, 48.0999, 17.1];['2I0V', '2I0Y', '2I1M', '2OGV', '3BEA', '3DPK', '3KRJ', '3KRL', '3LCD', '3LCO', '4DKD', '4HW7', '4LIQ', '4R7H', '4R7I', '4WRL', '4WRM', '6IG8', '6N33', '6T2W', '6WXJ', '7MFC']
P09603;2;Unclassified;Unclassified;Unclassified;Macrophage colony-stimulating factor 1;[142, 23];[1503.9391626915842, 1296.2915238176458];[124, 37];[113, 402];[2.29999, 33.9];['1HMC', '3UEZ', '3UF2', '4ADF', '4FA8', '4WRL', '4WRM', '5LXF']
P15509;1;Receptors;IG;"IG;Type1;CytokineR";Granulocyte-macrophage colony-stimulating factor receptor subunit alpha;[87];[3596.9525460936184];[9];[1134];[-39.4];['4NKQ', '4RS1']
Q99062;4;Receptors;IG;"IG;Type1;CytokineR";Granulocyte colony-stimulating factor receptor;[617, 507, 409, 262];[789.7585776453474, 2413.075158365785, 1328.24598139052, 1051.5511780529612];[12, 0, 58, 27];[2189, 955, 1636, 8109];[18.0, -26.0, 5.19999, 1.0];['2D9Q']
Q96PZ7;8;Miscellaneous;Unknown_function;"Unknown_function;CSMD";CUB and sushi domain-containing protein 1;[1373, 1245, 1053, 1086, 102, 944, 686, 482];[471.861980581431, 1256.3116544931568, 1529.0468875343572, 681.3012968952779, 5426.919600908689, 3070.799965948707, 4856.356536170364, 1088.3754920898448];[5, 344, 543, 48, 0, 19, 3081, 75];[1508, 1304, 988, 774, 2, 405, 5079, 519];[3.39999, -3.6999, 3.09999, 11.3999, -28.8, -17.599, -1.2999, 8.6];['2EHF']
Q7Z408;7;Miscellaneous;Unknown_function;"Unknown_function;CSMD";CUB and sushi domain-containing protein 2;[1047, 1088, 950, 621, 257, 118, 343];[1648.0826088807646, 542.2819434644808, 2304.685751531071, 4948.390656510109, 4755.432290397375, 2526.232804716947, 749.65188106188];[144, 21, 73, 228, 1323, 131, 0];[533, 337, 1359, 666, 1476, 693, 99];[-7.4, 7.49999, -2.5999, -5.8, -43.0, -15.7, 11.5];[]
Q6UVK1;8;Unclassified;Unclassified;Unclassified;Chondroitin sulfate proteoglycan 4;[554, 986, 1249, 541, 263, 679, 125, 1958];[4883.365118494032, 2106.344596079711, 2237.8305266824827, 820.8768285810443, 1155.333497438828, 2012.1941670591839, 636.841943082809, 1900.0825547063832];[30, 7, 167, 0, 42, 25, 211, 41];[90, 31, 249, 0, 156, 162, 249, 188];[5.2, 24.4, 14.2, 0.49999, -2.5, -12.9, 15.0999, -6.0];['7ML7', '7N8X', '7N9Y']
O95196;2;Unclassified;Unclassified;Unclassified;Chondroitin sulfate proteoglycan 5;[416, 17];[5930.500419613975, 918.4145538287471];[0, 0];[8, 8];[48.8999, 6.99999];[]
O94985;3;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Calsyntenin";Calsyntenin-1;[798, 317, 59];[2226.7184031859806, 1523.7645515904608, 906.5631864312884];[0, 3, 2];[0, 4, 0];[-10.3, 9.2, 22.4];[]
Q9H4D0;4;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Calsyntenin";Calsyntenin-2;[483, 336, 692, 598];[1319.8139079231908, 2600.6152467784414, 1613.8250923971475, 983.0844325283658];[7, 605, 14, 42];[193, 960, 46, 131];[-15.0, -16.1, -10.999, -6.6];[]
Q9BQT9;4;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;Calsyntenin";Calsyntenin-3;[317, 599, 606, 44];[2660.3464254713335, 1207.691823594878, 875.2872740864949, 2409.8891567790065];[0, 5, 0, 151];[4, 2, 54, 653];[-19.8, 1.19999, -4.9, -7.6999];[]
Q8WWI5;2;Transporters;SLC;"SLC;Other;SLC44";Choline transporter-like protein 1;[175, 496];[1863.704463181593, 1521.979273691143];[328, 305];[1084, 730];[34.0999, 41.7];['7WWB']
Q8IWA5;2;Transporters;SLC;"SLC;Other;SLC44";Choline transporter-like protein 2;[382, 308];[1568.2126577255276, 1062.3978175776888];[322, 110];[641, 174];[32.1, 3.3];[]
Q8N4M1;2;Transporters;SLC;"SLC;Other;SLC44";Choline transporter-like protein 3;[209, 455];[1180.4658508166012, 1449.897175583777];[75, 87];[219, 173];[27.5, 30.7999];[]
Q53GD3;2;Transporters;SLC;"SLC;Other;SLC44";Choline transporter-like protein 4;[61, 88];[967.6213971321131, 1093.2375915349562];[1, 1129];[14, 2729];[9.4, 17.0];[]
Q8NCS7;0;Transporters;SLC;"SLC;Other;SLC44";Choline transporter-like protein 5;[];[];[];[];[];[]
P16410;2;Unclassified;Unclassified;Unclassified;Cytotoxic T-lymphocyte protein 4;[48, 130];[757.3565400820728, 3943.3907063408687];[4, 298];[148, 3044];[22.3, 37.5];['1AH1', '1H6E', '1I85', '1I8L', '2X44', '3BX7', '3OSK', '5GGV', '5TRU', '5XJ3', '6RP8', '6RPJ', '6RQM', '6XY2', '7CIO', '7DV4', '7ELX', '7SU0', '7SU1', '8HIT']
O60931;0;Unclassified;Unclassified;Unclassified;Cystinosin;[];[];[];[];[];['8DKE', '8DKI', '8DKM', '8DKW', '8DKX', '8DYP']
